row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,year,month,month_name,quarter,profit_margin,shipping_days
4263,US-2025-168032,30-01-2025,03-02-2025,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.1,3,0.5,-538.45,2025,1,February,Q1,-0.86,4
4264,US-2025-164483,30-01-2025,03-02-2025,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,0.2,5.89,2025,1,February,Q1,0.3375,4
4265,US-2025-168032,30-01-2025,03-02-2025,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.73,3,0.8,-2.68,2025,1,January,Q1,-1.55,4
4266,US-2025-153661,30-01-2025,31-01-2025,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,50.78,2,0.2,17.77,2025,1,January,Q1,0.35,1
4267,US-2025-153661,30-01-2025,31-01-2025,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,26.01,9,0,12.22,2025,1,February,Q1,0.47,1
4268,US-2025-114944,30-01-2025,04-02-2025,Standard Class,HE-14800,Harold Engle,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,156.51,4,0.2,52.82,2025,1,January,Q1,0.3375,5
4269,US-2025-153661,30-01-2025,31-01-2025,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0,76.25,2025,1,February,Q1,0.25,1
4270,US-2025-168032,30-01-2025,03-02-2025,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,61107,Central,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,1439.97,4,0.2,144,2025,1,February,Q1,0.1,4
4271,US-2025-159891,31-01-2025,06-02-2025,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,1,0,635.5,2025,1,February,Q1,0.5,6
4272,US-2025-158043,31-01-2025,04-02-2025,Second Class,JK-15325,Jason Klamczynski,Corporate,United States,Atlantic City,New Jersey,8401,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,23.36,2,0,11.68,2025,1,February,Q1,0.5,4
4273,US-2025-159891,31-01-2025,06-02-2025,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",125.36,8,0,58.92,2025,1,February,Q1,0.47,6
4274,US-2025-129238,31-01-2025,04-02-2025,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,0,27.78,2025,1,February,Q1,0.49,4
4275,US-2025-147970,31-01-2025,02-02-2025,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.55,3,0.2,5.44,2025,1,February,Q1,0.35,2
4276,US-2025-129238,31-01-2025,04-02-2025,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.59,1,0.2,8.22,2025,1,February,Q1,0.075,4
4277,US-2025-154067,01-02-2025,07-02-2025,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0,48.54,2025,2,February,Q1,0.46,6
4278,US-2025-140809,01-02-2025,03-02-2025,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.68,2025,2,February,Q1,0.26,2
4279,US-2025-158841,02-02-2025,04-02-2025,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0,7.1,2025,2,February,Q1,0.38,2
4280,US-2025-144645,02-02-2025,08-02-2025,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.78,2,0.6,-77.47,2025,2,February,Q1,-1.05,6
4281,US-2025-158841,02-02-2025,04-02-2025,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0,18.2,2025,2,February,Q1,0.5,2
4282,US-2025-147431,02-02-2025,07-02-2025,Standard Class,AB-10105,Adrian Barton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.9,2025,2,February,Q1,0.05,5
4283,US-2025-158841,02-02-2025,04-02-2025,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0,2799.98,2025,2,February,Q1,0.32,2
4284,US-2025-118514,03-02-2025,10-02-2025,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.26,2025,2,February,Q1,0.26,7
4285,US-2025-117912,04-02-2025,08-02-2025,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.37,2,0.2,3.95,2025,2,February,Q1,0.275,4
4286,US-2025-101189,04-02-2025,09-02-2025,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,93.02,2,0,3.72,2025,2,February,Q1,0.04,5
4287,US-2025-150077,04-02-2025,10-02-2025,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.52,2025,2,February,Q1,0.26,6
4288,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0,52.8,2025,2,February,Q1,0.22,0
4289,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,FUR-FU-10004091,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0,7.16,2025,2,February,Q1,0.38,0
4290,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,557.73,4,0.2,6.97,2025,2,February,Q1,0.0125,5
4291,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.94,2025,2,February,Q1,0.47,0
4292,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,9.45,5,0,0.19,2025,2,February,Q1,0.02,0
4293,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,OFF-LA-10003223,Office Supplies,Labels,Avery 508,14.73,3,0,7.22,2025,2,February,Q1,0.49,5
4294,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.26,2025,2,February,Q1,0.49,0
4295,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,348.84,9,0,170.93,2025,2,February,Q1,0.49,0
4296,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,342.37,7,0,160.91,2025,2,February,Q1,0.47,0
4297,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",80.98,1,0,1.62,2025,2,February,Q1,0.02,0
4298,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3,0,50.37,2025,2,February,Q1,0.27,5
4299,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.54,2025,2,February,Q1,0.01,0
4300,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0,28.31,2025,2,February,Q1,0.27,0
4301,US-2025-100993,05-02-2025,10-02-2025,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.97,4,0.2,-31.99,2025,2,February,Q1,-0.2,5
4302,US-2025-108504,05-02-2025,05-02-2025,Same Day,PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,484.83,3,0,126.06,2025,2,February,Q1,0.26,0
4303,US-2025-125017,06-02-2025,11-02-2025,Standard Class,KB-16240,Karen Bern,Corporate,United States,Chattanooga,Tennessee,37421,South,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",132.22,4,0.2,-18.18,2025,2,February,Q1,-0.1375,5
4304,US-2025-106894,07-02-2025,07-02-2025,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6,2025,2,February,Q1,0.46,0
4305,US-2025-161662,07-02-2025,09-02-2025,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.35,2,0.2,10.62,2025,2,February,Q1,0.35,2
4306,US-2025-106894,07-02-2025,07-02-2025,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,2025,2,February,Q1,0.21,0
4307,US-2025-135461,07-02-2025,10-02-2025,Second Class,EB-13975,Erica Bern,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,5,0.2,39,2025,2,February,Q1,0.0625,3
4308,US-2025-163048,08-02-2025,15-02-2025,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,241.5,4,0.3,0,2025,2,February,Q1,0,7
4309,US-2025-109344,08-02-2025,11-02-2025,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.98,3,0.2,126.9,2025,2,February,Q1,0.1125,3
4310,US-2025-112396,09-02-2025,13-02-2025,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.59,2025,2,February,Q1,0.44,4
4311,US-2025-112396,09-02-2025,13-02-2025,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.15,2025,2,February,Q1,0.35,4
4312,US-2025-164938,11-02-2025,13-02-2025,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0,0.7,2025,2,February,Q1,0.01,2
4313,US-2025-110492,12-02-2025,14-02-2025,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0,7.48,2025,2,February,Q1,0.47,2
4314,US-2025-110492,12-02-2025,14-02-2025,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12,6,0,175.52,2025,2,February,Q1,0.13,2
4315,US-2025-112942,13-02-2025,18-02-2025,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41,2025,2,February,Q1,0.5,5
4316,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,10.56,6,0,4.65,2025,2,February,Q1,0.44,1
4317,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.43,3,0.3,-47.18,2025,2,February,Q1,-0.085714286,1
4318,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.07,2025,2,February,Q1,0.26,1
4319,US-2025-146150,14-02-2025,19-02-2025,Standard Class,FM-14380,Fred McMath,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,264.18,7,0,68.69,2025,2,February,Q1,0.26,5
4320,US-2025-134334,14-02-2025,15-02-2025,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735,East,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",4.77,1,0,2.15,2025,2,February,Q1,0.45,1
4321,US-2025-162859,15-02-2025,22-02-2025,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.35,3,0.2,124.49,2025,2,February,Q1,0.3125,7
4322,US-2025-162859,15-02-2025,22-02-2025,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,10009,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0,3.58,2025,2,February,Q1,0.41,7
4323,US-2025-134138,16-02-2025,20-02-2025,Standard Class,JD-15790,John Dryer,Consumer,United States,Belleville,New Jersey,7109,East,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,227.96,2,0,36.47,2025,2,February,Q1,0.16,4
4324,US-2025-105781,16-02-2025,20-02-2025,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,326.65,3,0.1,39.92,2025,2,February,Q1,0.122222222,4
4325,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.96,3,0.3,-2.7,2025,2,February,Q1,-0.042857143,4
4326,US-2025-108105,16-02-2025,23-02-2025,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0,34.99,2025,2,February,Q1,0.11,7
4327,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.06,6,0.8,-225.56,2025,2,February,Q1,-2.45,4
4328,US-2025-108105,16-02-2025,23-02-2025,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,0,2.61,2025,2,February,Q1,0.45,7
4329,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.98,4,0.2,1.83,2025,2,February,Q1,0.2625,4
4330,US-2025-168956,16-02-2025,20-02-2025,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.18,1,0.2,1.81,2025,2,February,Q1,0.35,4
4331,US-2025-105781,16-02-2025,20-02-2025,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3,0,39.59,2025,2,February,Q1,0.44,4
4332,US-2025-123274,19-02-2025,24-02-2025,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.67,2025,2,February,Q1,0.33,5
4333,US-2025-101630,19-02-2025,23-02-2025,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,8.67,3,0,4.07,2025,2,February,Q1,0.47,4
4334,US-2025-106460,19-02-2025,22-02-2025,Second Class,GT-14710,Greg Tran,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,70.88,2,0,33.31,2025,2,February,Q1,0.47,3
4335,US-2025-123274,19-02-2025,24-02-2025,Standard Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.72,2025,2,February,Q1,0.04,5
4336,US-2025-101630,19-02-2025,23-02-2025,Second Class,CK-12760,Cyma Kinney,Corporate,United States,Long Beach,New York,11561,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0,6.68,2025,2,February,Q1,0.26,4
4337,US-2025-166485,20-02-2025,27-02-2025,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee,37211,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.5,2,0.2,5.57,2025,2,February,Q1,0.3375,7
4338,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0,28.96,2025,2,February,Q1,0.42,5
4339,US-2025-121447,21-02-2025,22-02-2025,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",135.8,7,0,66.54,2025,2,February,Q1,0.49,1
4340,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.5,2025,2,February,Q1,0.35,5
4341,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,34.86,2,0.7,-26.73,2025,2,February,Q1,-0.766666667,4
4342,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.25,7,0.2,10.94,2025,2,February,Q1,0.35,5
4343,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,3.76,3,0.7,-2.76,2025,2,February,Q1,-0.733333333,4
4344,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.02,2025,2,February,Q1,0.27,5
4345,US-2025-139262,21-02-2025,25-02-2025,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Tampa,Florida,33614,South,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,432.46,3,0.2,32.43,2025,2,February,Q1,0.075,4
4346,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.98,2025,2,February,Q1,0.02,5
4347,US-2025-139010,21-02-2025,26-02-2025,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0,0.78,2025,2,February,Q1,0.06,5
4348,US-2025-168410,21-02-2025,26-02-2025,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Oceanside,New York,11572,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2,0,2,2025,2,February,Q1,0.05,5
4349,US-2025-119025,22-02-2025,28-02-2025,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,0,137.29,2025,2,February,Q1,0.28,6
4350,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.01,2025,2,February,Q1,0.47,4
4351,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.22,2025,2,February,Q1,0.42,4
4352,US-2025-143280,22-02-2025,26-02-2025,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.74,2025,2,February,Q1,0.125,4
4353,US-2025-144400,23-02-2025,27-02-2025,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.58,3,0.2,21.59,2025,2,February,Q1,0.375,4
4354,US-2025-165015,25-02-2025,27-02-2025,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,46.72,5,0.2,17.52,2025,2,March,Q1,0.375,2
4355,US-2025-128706,27-02-2025,02-03-2025,Standard Class,DW-13540,Don Weiss,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,16.19,2,0.6,-6.88,2025,2,March,Q1,-0.425,3
4356,US-2025-102456,27-02-2025,01-03-2025,First Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,10011,East,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0,49.56,2025,2,March,Q1,0.29,2
4357,US-2025-101448,27-02-2025,01-03-2025,Second Class,EB-13930,Eric Barreto,Consumer,United States,La Crosse,Wisconsin,54601,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,56.82,3,0,28.41,2025,2,March,Q1,0.5,2
4358,US-2025-111283,28-02-2025,04-03-2025,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Newark,Ohio,43055,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,111.1,7,0.2,8.33,2025,2,March,Q1,0.075,4
4359,US-2025-101623,28-02-2025,06-03-2025,Standard Class,RR-19525,Rick Reed,Corporate,United States,New York City,New York,10035,East,OFF-FA-10003495,Office Supplies,Fasteners,Staples,36.48,6,0,18.24,2025,2,March,Q1,0.5,6
4360,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.59,8,0.4,-264.92,2025,3,March,Q1,-0.316666667,4
4361,US-2025-143819,01-03-2025,05-03-2025,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.13,2025,3,March,Q1,0.46,4
